id,age,checking_status,class,credit_amount,credit_history,duration,employment,existing_credits,feat01,feat02,feat03,feat04,feat05,feat06,feat07,feat08,feat09,feat10,foreign_worker,housing,installment_commitment,job,num_dependents,other_parties,other_payment_plans,own_telephone,personal_status,property_magnitude,purpose,residence_since,savings_status
1694,70,'0<=X<200',good,7323,'existing paid',10,unemployed,1,0.571887081141947,0.6783350690301346,0.8012337713875208,1.419916504901713,0.9726863563907416,1.0666177043499867,0.7993748023663633,0.8464319173589814,0.5737097766673318,0.645629934574485,yes,'for free',2,'high qualif/self emp/mgmt',1,none,bank,yes,'male single','no known property','new car',4,'<100'
1695,35,'0<=X<200',good,2882,'critical/other existing credit',15,'4<=X<7',3,0.5988809854809449,0.5711810838922076,1.103311976687687,1.1580697467163672,0.4653104594786531,1.5714178449115104,0.5464987047150818,1.2284199277981172,0.3067440730768556,0.6721887932320062,yes,own,4,skilled,1,guarantor,bank,yes,'male single','real estate',radio/tv,2,'no known savings'
1696,50,'0<=X<200',good,1601,'critical/other existing credit',15,'>=7',2,0.2084882400425881,0.6164427951821618,1.4249098471485282,0.6296342654100989,0.9573775797638309,1.2935491250377533,0.9941595263648457,0.6839059569834038,0.6960494484083455,0.4474981982683943,yes,own,4,skilled,1,guarantor,none,yes,'male single','real estate',radio/tv,4,'no known savings'
1697,33,'no checking',good,3101,'critical/other existing credit',9,'1<=X<4',2,0.49912140039443903,0.5428304681385718,1.226191458417046,0.9979450540609024,1.1007461667686071,1.238957191899188,0.6449308429829461,1.1143481834668285,0.6280514232729952,0.4279020917454668,yes,own,1,skilled,2,none,none,none,'male single','real estate',radio/tv,2,'no known savings'
1698,48,'>=200',bad,1212,'existing paid',10,'>=7',1,0.7930357934491774,0.3077491178988813,0.6925317920428661,0.6654432932363463,1.368422781634536,0.686070110505242,0.8285709774751888,1.1078379694023384,0.6736864285549713,0.488113776567458,yes,'for free',1,'unskilled resident',2,none,none,none,'female div/dep/mar','no known property','new car',4,'100<=X<500'
1699,31,'no checking',good,5747,'existing paid',36,'4<=X<7',2,0.5552997650258793,0.7026190693315797,0.831624589922102,1.35702384419228,1.0045109133783057,0.9123649420624856,0.4777086429552768,0.901474470349748,0.8566541932589089,0.5581518213213822,yes,own,2,skilled,1,none,none,yes,'male single',car,business,2,'100<=X<500'
1700,47,'no checking',good,1197,'critical/other existing credit',15,'1<=X<4',2,0.3764743499061697,0.5271875064611387,1.5564536333351255,0.7588511906229041,1.4516880835180612,0.6670293614968971,1.1996445066543948,1.1037177683094976,0.47684734085312513,0.39495352800721173,yes,own,2,'unskilled resident',1,none,none,none,'male mar/wid','life insurance',radio/tv,2,'500<=X<1000'
1701,26,'no checking',good,4948,'delayed previously',27,'4<=X<7',2,0.630663003054341,0.6921630308910973,0.506395619731312,0.840172471802397,0.6904811903017233,0.8530484660849185,0.7909619940885232,0.44792259814756685,0.8639140058352774,0.7925108821479893,yes,own,3,skilled,1,none,none,none,'male single',car,business,4,'<100'
1702,49,'0<=X<200',good,1213,'existing paid',12,'1<=X<4',2,0.3907033782602085,0.6740921262965156,0.9072509472975684,1.1974632621696668,0.8182450638658371,0.8577476647399216,0.7475681375772292,1.3284165313010559,0.8579155449412015,0.42408429461077846,yes,own,4,skilled,1,guarantor,none,yes,'female div/dep/mar','real estate',radio/tv,4,'<100'
1703,34,'<0',bad,7016,'existing paid',48,'4<=X<7',2,0.6250601141625151,0.3207333252509353,0.4075690379945227,0.4393829121798483,1.625343007062742,1.0307521709399614,1.188446951293312,0.948337232271051,0.7808028505937825,0.4431064573910607,yes,own,1,skilled,1,guarantor,none,yes,'male mar/wid','real estate',radio/tv,1,'<100'
1704,47,'no checking',good,5390,'critical/other existing credit',24,'<1',3,0.2626248166169503,0.40494289739010386,1.1354925324667802,0.8878683468108832,1.2161475157762696,0.9058903931492223,1.2069780033165294,0.849487883818858,1.2867792782668492,0.7188102682297794,yes,'for free',3,skilled,1,none,none,yes,'male mar/wid','no known property',radio/tv,3,'<100'
1705,28,'0<=X<200',bad,2854,'existing paid',15,'1<=X<4',2,0.2956079278992931,0.20928966157706766,0.6925675726716121,1.0418093616544646,1.405394355841766,1.4386361265502365,0.5350825916766843,1.4955744562206679,0.7151718953075524,0.3636738803283167,yes,rent,2,skilled,1,none,none,yes,'female div/dep/mar',car,'new car',4,'100<=X<500'
1706,45,'<0',bad,2425,'existing paid',24,'>=7',1,0.2519475946988648,0.5170631680991485,0.8230039152686347,1.140487870462838,1.4343387143788242,0.8055880750317037,1.3021256755278783,1.2496168648441413,1.4984936328806808,0.5466765825128044,yes,own,4,skilled,1,'co applicant',none,none,'male single','real estate','new car',1,'<100'
1707,41,'no checking',good,1403,'delayed previously',12,'1<=X<4',1,0.23859821790435584,0.5947616917107472,0.40871898112066485,1.3581872463967828,0.6040629032993645,1.4453866998798386,1.3761626120126556,1.5792132994968235,1.3375082305176569,0.541177549467788,yes,rent,4,skilled,1,none,none,none,'male mar/wid','real estate','used car',4,'<100'
1708,36,'no checking',good,3588,'critical/other existing credit',21,'>=7',1,0.42948535183675113,0.4751520393135922,0.9234969925965995,1.3547367813914941,0.9614426335382625,0.9156955152412666,0.6684707166607845,1.2960330689185375,1.023853817954573,0.42327010378810737,yes,own,1,'high qualif/self emp/mgmt',1,none,none,yes,'male single',car,'used car',4,'<100'
1709,27,'0<=X<200',good,2618,'existing paid',12,'4<=X<7',1,0.46853910698070583,0.5273593707849252,1.412834054777629,0.7315848848083443,0.6029728662238764,1.1077780442705643,0.7054528023224387,1.161750479561198,0.5123738474161026,0.5301739083076841,yes,own,2,skilled,1,none,none,none,'female div/dep/mar','real estate',radio/tv,1,'<100'
1710,68,'0<=X<200',good,1138,'critical/other existing credit',16,unemployed,3,0.4660757300514952,0.667258695162802,0.47258780544086504,1.0477348258282495,1.5527834914144225,0.5801913152951148,1.4137069805539337,1.2264751772376674,0.537173777727388,0.6467782540440765,yes,'for free',2,'unemp/unskilled non res',1,none,none,yes,'male single',car,'new car',3,'<100'
1711,27,'0<=X<200',good,3679,'existing paid',36,'1<=X<4',1,0.32085273350986676,0.5858625273749305,0.8981364572781789,1.378132775229454,0.7135916700204572,0.7057163376831197,0.8116548676266888,0.5726594944001093,0.8214301804425908,0.4106209637523007,yes,own,2,skilled,1,none,none,none,'male mar/wid',car,education,2,'no known savings'
1712,28,'no checking',good,1266,'existing paid',24,'1<=X<4',1,0.5449481971607515,0.521581458258947,0.8785382736451689,1.3194856953406355,0.6981074959623497,0.8570222011590116,0.6223998502579977,1.077069169268451,1.3631001317504614,0.4853538837353132,yes,own,4,skilled,1,none,none,none,'male mar/wid','life insurance',radio/tv,2,'<100'
1713,24,'no checking',good,2256,'existing paid',12,'1<=X<4',1,0.32868052594826686,0.6543831872905382,1.41212464671472,1.015206941614433,0.8052184648241401,1.5032988501938869,1.1292202233685718,1.5381432714715728,0.6512521079661667,0.7018116454388232,yes,rent,3,'unskilled resident',1,none,none,none,'male single','real estate',furniture/equipment,2,'<100'
1714,36,'0<=X<200',good,2511,'critical/other existing credit',12,'4<=X<7',1,0.2313435921692491,0.38046948868553637,0.8188292153059272,0.9119316888304043,1.243317939152223,1.209857864459364,0.4809456300944694,1.2096045227730743,0.48485701426582667,0.41154611571534816,yes,own,3,'high qualif/self emp/mgmt',1,none,none,yes,'male div/sep',car,'new car',3,'500<=X<1000'
1715,30,'0<=X<200',good,3319,'all paid',48,'4<=X<7',1,0.40033272929306596,0.5222612881806,0.8312923576781788,0.8314919833417308,0.6203758181501347,1.5743847851915902,1.1057249580562654,0.8721217991488562,1.0844273967350337,0.38071946046791283,yes,own,4,skilled,1,none,none,none,'male single',car,business,2,'100<=X<500'
1716,33,'0<=X<200',good,4590,'existing paid',18,'>=7',1,0.3040821709655843,0.5693515668019391,1.161987408955,0.43873756694058585,1.162935365514588,0.9489415828648974,0.433018739131259,1.2071388791393818,0.83603263069407,0.5450785574131525,yes,own,1,'high qualif/self emp/mgmt',1,'co applicant',bank,yes,'male single','real estate',business,1,'<100'
1717,34,'no checking',good,1923,'delayed previously',6,'1<=X<4',2,0.30114532370235686,0.6230253016496561,1.1495698678899382,0.5534871968353916,0.7499856107409864,1.3920144640269356,1.4747560296398412,1.5475517068054057,0.9214534296231238,0.6290737859141255,yes,own,1,'unskilled resident',1,none,none,none,'male single','real estate',business,2,'100<=X<500'
1718,26,'>=200',bad,4080,'existing paid',36,'1<=X<4',1,0.40755684957894805,0.41247672542366975,0.2668797421292307,1.0703000408062833,0.31729623719990885,0.5535770272266849,0.7935932134291958,1.6124742613015113,0.6561771275115704,0.7072347094188046,yes,own,4,skilled,1,none,none,none,'male single',car,radio/tv,2,'<100'
1719,24,'0<=X<200',bad,597,'all paid',6,'<1',1,0.4789616259280338,0.759685500977528,1.0521008732045591,0.5469254655809513,0.792896531219524,1.1670352661514274,1.3775819457766905,0.6794692315489284,1.1002697115506899,0.42905761474049364,yes,rent,4,skilled,2,none,bank,none,'female div/dep/mar','life insurance',education,2,'>=1000'
1720,30,'<0',good,1753,'critical/other existing credit',21,'>=7',2,0.5158700024748333,0.8286705500725431,1.5779140139267476,1.541316387844632,0.3607047182820103,1.1977003813745903,1.495614030395961,0.7084270535217059,0.7703512581478755,0.2695476271017776,yes,own,4,skilled,1,none,none,yes,'male mar/wid',car,'new car',3,'<100'
1721,28,'no checking',good,3844,'existing paid',36,'>=7',1,0.38418622546251746,0.8049582603936071,1.45082059576799,1.3996925628570107,1.0203742165803904,0.9111194782226744,1.2523472474934403,1.028221178946452,0.7231874399349447,0.677623106694103,yes,own,4,skilled,1,none,none,none,'male single',car,radio/tv,2,'<100'
1722,27,'>=200',good,1490,'critical/other existing credit',10,'4<=X<7',2,0.646602131095869,0.5297944864931341,0.5731891384513672,1.4197547726936235,1.115261944344449,0.5985412970308585,1.3732797113919173,0.6110137791510674,0.9704881304647142,0.4967883945899497,yes,own,4,skilled,1,none,none,yes,'male single','life insurance',radio/tv,2,'no known savings'
1723,22,'<0',good,2418,'all paid',24,'1<=X<4',1,0.4948745653574638,0.644119495969853,0.8543780186786829,1.3834588295627115,0.8509704470559569,1.6064498153556315,0.550964916656513,0.9028859564103839,0.9350088310137776,0.6058192430603857,yes,own,4,skilled,1,none,stores,yes,'male single','real estate',furniture/equipment,4,'500<=X<1000'
1724,42,'<0',bad,7545,'existing paid',48,'>=7',1,0.7091512401232728,0.5116449558821836,1.30358431293168,1.7014800293380459,0.8721411780057116,0.7431736116317336,1.044180267411185,0.994830979677787,0.6218167579983095,0.5210198893477823,yes,'for free',4,'high qualif/self emp/mgmt',1,none,bank,none,'male single','no known property','new car',4,'<100'
1725,25,'no checking',good,5613,'existing paid',24,'1<=X<4',1,0.7377635723072191,0.42125996147461353,1.1243342084512138,1.3286505856170017,1.0688680349717627,1.391091901034383,1.0685720100475746,0.6891916945479954,0.781021332064268,0.4834384898826337,yes,own,4,skilled,1,none,stores,none,'male single',car,furniture/equipment,1,'100<=X<500'
1726,39,'<0',good,2199,'critical/other existing credit',12,'1<=X<4',2,0.20098912356298146,0.4835079075513336,1.1728667461873141,0.8755692125023952,0.49462828314509594,1.4804013454185236,1.2483551206586372,0.8796886324758268,1.0023878254356589,0.5475286840884077,no,rent,3,'unskilled resident',2,none,none,none,'male single','real estate','new car',2,'<100'
1727,54,'no checking',good,755,'existing paid',6,unemployed,1,0.7099453003601726,0.5897401366137845,0.8157697186575912,1.570492678783888,0.59936593054706,0.7115352549303151,0.9327359759384212,0.45461818309904833,0.7831491050289742,0.4956857421293116,yes,own,1,'unemp/unskilled non res',1,none,none,yes,'female div/dep/mar','real estate','new car',4,'<100'
1728,25,'no checking',bad,2087,'existing paid',10,'1<=X<4',1,0.6267614290569311,0.6855014493965642,0.9441426412380173,0.9614775093112944,0.15797266181278719,1.190174263481597,1.3147330269649298,1.5649882582016328,0.38357988601535775,0.4955299998967031,yes,rent,2,'unskilled resident',1,none,bank,none,'male single','real estate',furniture/equipment,2,'<100'
1729,31,'no checking',good,8351,'delayed previously',36,'4<=X<7',1,0.3996242910898991,0.6136253187518876,1.2489936670768418,0.75910706316691,0.9582013532785141,0.616280123443133,0.8455429918848608,1.2147019945420008,1.1232491964587776,0.8250107535790434,yes,own,3,'high qualif/self emp/mgmt',2,none,stores,yes,'male single',car,'used car',2,'no known savings'
1730,31,'no checking',good,9032,'delayed previously',36,'4<=X<7',1,0.5186230060507142,0.6194438394761348,1.4030823298971096,0.2975007474615616,1.5234181659086352,1.0320508903855945,1.4075852605065138,0.6363967261621927,0.7990012092677263,0.30764113914288016,yes,own,3,'high qualif/self emp/mgmt',2,none,stores,yes,'male single',car,'used car',2,'no known savings'
1731,47,'no checking',bad,2446,'delayed previously',24,'>=7',2,0.6045622043361238,0.24610278697477608,1.3045235912238904,1.028131263127881,1.218291230822456,0.9368903925638754,0.8065374796988034,0.7764123634808345,1.411608314970976,0.23221401662420016,yes,own,4,'unskilled resident',2,none,none,none,'male single',car,'new car',4,'<100'
1732,40,'<0',good,1109,'critical/other existing credit',6,'<1',1,0.4385867815554449,0.7047821117766122,0.50125041640412,1.1647442197775206,0.7204063874802455,0.5221758157134095,1.2728498507980923,0.4483165609841556,0.6525647549906397,0.7195352086213551,no,own,2,'unskilled resident',2,none,none,none,'male single','real estate','new car',4,'<100'
1733,25,'0<=X<200',good,2622,'existing paid',30,'>=7',1,0.44681352474609204,0.4664122345926591,0.761565570074577,0.5326604797048495,0.3415691548401822,1.4762811103416424,1.4752651198972746,1.7374933379898652,1.1553162356399318,0.6509816796527993,yes,own,2,skilled,1,none,none,none,'female div/dep/mar',car,radio/tv,4,'no known savings'
1734,34,'<0',bad,2000,'existing paid',36,'<1',1,0.508398704956908,0.6586055086374537,1.528816984039647,1.0346574792113414,1.3586441482034166,0.8755695968113595,0.9635444627807378,0.8607600200432483,1.432014050836737,0.4910929450052892,yes,own,4,skilled,1,none,none,yes,'female div/dep/mar',car,'new car',4,'<100'
1735,27,'0<=X<200',good,759,'existing paid',9,'>=7',2,0.5986779795581559,0.7367249219114177,0.9059891158746056,0.26421588578284316,1.6373553263980547,0.6245346563996111,1.2036543881393937,1.325251405817767,0.72365514817919,0.5714822162509509,yes,own,4,'unskilled resident',1,none,none,none,'male single',car,radio/tv,4,'<100'
1736,29,'0<=X<200',bad,11405,'existing paid',24,'1<=X<4',2,0.6109087439882085,0.519238603445876,1.5014166861749252,0.9346303700971849,1.2771640157299413,0.38339523175519774,1.4751492283430467,1.3629042190286178,1.1510114234301951,0.6996648031322967,yes,own,2,'high qualif/self emp/mgmt',1,'co applicant',bank,yes,'male single',car,other,3,'<100'
1737,37,'no checking',good,7534,'existing paid',36,'>=7',2,0.5157029740955905,0.6317311443886955,0.7436389552171103,1.3466836898828272,0.8771616253321347,1.0258236215661665,0.5701455309357863,1.2620758028639572,1.3963554346345473,0.5524959809837822,yes,own,3,skilled,1,none,none,none,'male single','life insurance',business,2,'no known savings'
1738,31,'no checking',bad,3457,'existing paid',24,'>=7',2,0.5535006968672737,0.6315664474563749,1.1394478157182946,1.284277232847046,0.8327004403569186,1.3213086044162181,1.691139359875255,0.4957596890771827,1.4999089099284473,0.3547862121610358,yes,own,2,skilled,1,none,none,none,'male single',car,radio/tv,4,'100<=X<500'
1739,20,'0<=X<200',good,1383,'existing paid',11,'<1',1,0.5279878445493028,0.4324334210429733,1.3207935423929689,0.6532699059972569,0.4255662968448836,1.184831176509368,0.8478003183138508,1.127152747552377,0.8967177559735432,0.3393820221312447,yes,own,4,skilled,1,none,none,none,'female div/dep/mar','real estate',furniture/equipment,1,'>=1000'
1740,28,'no checking',bad,9461,'delayed previously',36,'<1',2,0.4840524700388755,0.31114304600897436,0.4620035894401336,0.43945690969210877,1.7167981500907081,1.252532208444093,1.2124107565204028,0.47541466253940196,0.43728517781851073,0.6011471764701797,yes,own,1,skilled,1,none,none,none,'male div/sep',car,business,1,'<100'
1741,27,'0<=X<200',bad,2923,'critical/other existing credit',36,'<1',2,0.45571135214922837,0.496308765966257,0.7336770369171597,0.8779302480060487,0.8799821141362754,1.0063537733119103,0.9855480620823089,0.71366885038107,1.1441529494846872,0.35127526102723294,yes,own,4,skilled,1,none,none,none,'male div/sep',car,'new car',4,'<100'
1742,27,'<0',bad,1705,'existing paid',9,'<1',1,0.47611518826807775,0.2964104664680426,0.6452892598624096,1.4285101931284219,1.5213523243313276,1.4663121780072235,1.166965191580978,0.949382882244963,0.983774216404466,0.24347476366554177,yes,'for free',3,'high qualif/self emp/mgmt',1,none,none,yes,'male single','no known property','new car',2,'<100'
1743,37,'>=200',bad,1244,'critical/other existing credit',24,'4<=X<7',2,0.32441942970726784,0.34494494042907536,0.8104075234159965,1.223833392120117,0.41020086968566205,1.2037949842721272,0.6523635078405284,1.1921623116092719,1.0555409560678584,0.7250346478188658,yes,own,4,'unskilled resident',2,none,bank,none,'male single','real estate','new car',2,'no known savings'
1744,33,'no checking',good,3002,'critical/other existing credit',30,'1<=X<4',1,0.26255619855359524,0.5362396337094617,0.6992261817333849,0.45949994367625385,1.1802616847215484,0.8225560472046449,0.9324846864170291,1.0375863521727848,1.1248594419412552,0.5143443522230038,yes,own,4,skilled,1,none,none,yes,'female div/dep/mar',car,radio/tv,2,'<100'
1745,38,'>=200',bad,941,'existing paid',24,'4<=X<7',1,0.6064248356415496,0.5578539286749944,0.7950098410324652,1.0844621882077097,0.5046157616057971,1.0353983184635338,1.1448191979388727,0.8570865384764245,1.4360176498715826,0.4738810090920743,yes,'for free',4,skilled,2,none,bank,none,'male single','no known property','new car',3,'<100'
1746,29,'<0',good,3516,'existing paid',12,'1<=X<4',1,0.35924926804891305,0.766856015979423,1.273141944773255,0.6396090166338622,0.5498123691744563,0.9121082292738638,0.9528165125574135,1.0029522045947934,0.23864401266587104,0.46471911187289583,yes,own,2,'unskilled resident',2,'co applicant',none,none,'male single','life insurance',furniture/equipment,2,'<100'
1747,26,'no checking',bad,1682,'existing paid',12,'1<=X<4',1,0.6031663507370948,0.55279026578824,0.8287531348134152,0.9856630847288108,1.070151299246326,0.7253278218033201,0.35362101972537124,0.5993585210074861,1.0558656175467651,0.29332501060283045,yes,own,2,skilled,1,none,none,none,'female div/dep/mar','life insurance','new car',2,'500<=X<1000'
1748,42,'>=200',good,425,'all paid',12,'1<=X<4',2,0.4586267759347802,0.5340652451575785,1.1381599661527737,1.1045304020593003,1.4885724068436352,1.162537753096159,0.4265490716017699,0.6483958587488012,0.9259572759164568,0.43029366339827313,yes,rent,3,skilled,1,none,none,none,'female div/dep/mar','real estate',radio/tv,3,'>=1000'
1749,30,'no checking',good,2071,'critical/other existing credit',24,'4<=X<7',2,0.5025794998854145,0.7526393489698543,1.0612473132994713,1.5994964805559764,0.8724206531021041,1.4497329773867866,0.44331398609386286,0.8191877561067231,1.4028822648576353,0.5786498073595838,yes,own,2,'unskilled resident',1,none,none,none,'male single','life insurance',furniture/equipment,2,'<100'
1750,53,'no checking',good,2478,'existing paid',24,'>=7',1,0.38989876156163666,0.5721768419068335,0.46180517748186733,1.3568146442188214,0.6616034161233656,0.7494253004171341,0.9550807304157845,1.25168469543334,0.5507528729650728,0.6868783329160988,yes,own,3,skilled,1,none,none,none,'male single','life insurance',furniture/equipment,4,'500<=X<1000'
1751,54,'<0',bad,2917,'existing paid',48,'1<=X<4',1,0.6993989186418659,0.4554214974117236,0.8707451176272673,1.157104108297288,1.0460259915295036,1.2061400994450602,0.790331020541355,0.5722493478841859,0.9090347498223881,0.4859191859285047,yes,own,3,skilled,1,none,none,none,'male single',car,'domestic appliance',4,'<100'
1752,36,'>=200',good,2468,'delayed previously',12,'1<=X<4',2,0.2650472315231538,0.5715488232603032,0.4174425101976065,1.0291275725576445,0.9440459239505414,1.321124586746397,1.2457485068194005,0.9895004733463876,1.0388602437409544,0.49199741143042874,yes,own,2,skilled,1,none,stores,yes,'female div/dep/mar',car,'new car',2,'<100'
1753,28,'<0',bad,792,'no credits/all paid',12,'4<=X<7',2,0.5799933747014797,0.5376122496839575,0.5539946884636986,0.8013208466521818,0.8008292035907902,1.3987578247869714,0.5784376585516415,1.575877599529178,1.2967383900221001,0.41179431319769255,yes,own,4,skilled,1,none,none,none,'male single','real estate',repairs,3,'<100'
1754,62,'no checking',good,3694,'existing paid',24,'>=7',1,0.5435354652775755,0.6879994563899889,0.712223569866282,0.4545305678682297,0.5987346417812982,0.9527334669662346,0.8701871865347465,1.3383041823459783,1.4538722907709962,0.48200447506002986,yes,'for free',4,skilled,1,'co applicant',none,yes,'female div/dep/mar','no known property','new car',4,'<100'
1755,33,'0<=X<200',good,3217,'existing paid',9,'1<=X<4',1,0.35683324030390645,0.5239079147212166,0.8489314165965427,0.8758406234663845,0.6260277360773439,0.9075784986172164,0.72660565244018,1.088207015793816,0.49729909332454053,0.34218376224392977,yes,own,1,'unskilled resident',1,none,none,none,'female div/dep/mar','real estate','new car',2,'no known savings'
1756,36,'0<=X<200',good,2184,'critical/other existing credit',36,'>=7',1,0.4358352363299677,0.42530213135535644,1.1593083324188014,0.7818099968872698,1.1906058056790045,0.3729624039831422,0.5191686876772681,0.668025683713418,0.9412264943538523,0.5843107633189949,yes,own,4,skilled,1,none,none,none,'male single','real estate',radio/tv,4,'<100'
1757,58,'0<=X<200',bad,16080,'no credits/all paid',54,'<1',1,0.23124540981961497,0.5202461785986943,0.5625089007574754,1.2628949992228515,1.2439568261674754,0.7779931803570898,0.6280160020848821,0.6569332997539744,0.7383957347236175,0.45024687028516963,yes,rent,3,skilled,1,none,none,yes,'male single','no known property',business,4,'<100'
1758,34,'0<=X<200',bad,2101,'delayed previously',24,unemployed,1,0.6286415780024858,0.44617175250164626,0.7357875880696009,1.148382680256347,0.39872227763233903,0.5448407397285413,1.549948586691477,0.5606364046690548,1.2915657489322918,0.7405646651239326,yes,own,3,'high qualif/self emp/mgmt',1,none,none,yes,'female div/dep/mar','life insurance',furniture/equipment,2,'<100'
1759,57,'no checking',good,2992,'critical/other existing credit',12,'>=7',3,0.7738799593528388,0.5248629754318256,1.329086938655946,0.729598577361614,1.2457192626295228,1.0299916854872628,0.9690020711771629,1.0323154713374456,1.109181493309292,0.55064793620001,yes,'for free',2,'unskilled resident',1,none,bank,none,'female div/dep/mar','no known property',education,4,'<100'
1760,35,'no checking',good,2908,'existing paid',9,'>=7',1,0.4741559229315024,0.5414388754840377,1.0331161489218987,0.6579581232281576,0.7518509994037691,0.9613689210443169,0.9293702445820498,1.2001806551409873,0.6977154820943232,0.5551588418785762,yes,own,3,skilled,1,'co applicant',none,yes,'male single',car,radio/tv,4,'100<=X<500'
1761,55,'no checking',good,1419,'existing paid',12,'4<=X<7',1,0.22786128307599132,0.5866673408971571,0.9406603103690783,1.5296712130291454,1.6321536819630507,1.0710384551401075,1.2295701636031715,1.5942421186417326,1.0001646097094827,0.4317690418583312,no,own,3,skilled,1,none,none,none,'male single','life insurance','used car',2,'>=1000'
1762,33,'no checking',good,1369,'existing paid',24,'<1',1,0.49608350010080765,0.6927745012272328,1.1297371086761296,0.8781838582652706,0.6002970880819052,0.9173533031043707,0.9446917571346289,0.6667606421816625,1.1543366078143316,0.42171696093342703,yes,own,4,skilled,1,none,none,yes,'male mar/wid','real estate','new car',3,'100<=X<500'
1763,35,'0<=X<200',good,2568,'critical/other existing credit',15,'4<=X<7',3,0.517707589217467,0.55320356585541,0.5381791723517708,0.6702444044476754,0.8592292810387193,1.4245114036002349,1.4429611644495552,0.6148156586032854,1.5180274026263056,0.554390215048186,yes,own,4,skilled,1,guarantor,bank,yes,'male single','real estate',radio/tv,2,'no known savings'
1764,30,'0<=X<200',good,3181,'existing paid',24,'>=7',1,0.3258165635797106,0.7157119675078513,1.4605029939004721,0.8439007262800827,0.23947391649710514,1.2721047659394165,1.2182585776535377,0.7583990889842382,0.6376859552563507,0.6103338915634275,yes,'for free',4,skilled,1,none,none,none,'male single','no known property',furniture/equipment,4,'100<=X<500'
1765,27,'0<=X<200',bad,14051,'existing paid',60,'4<=X<7',1,0.583092585050676,0.3982053781346225,0.5663140708997672,1.0958887527718086,1.5882310643125515,0.701077464733622,0.829084099455387,0.7892168377603097,0.9031684581943813,0.5759555962216298,yes,own,4,'high qualif/self emp/mgmt',1,none,none,yes,'male single','no known property','new car',2,'<100'
1766,24,'0<=X<200',good,5993,'critical/other existing credit',24,'<1',2,0.6041522943659846,0.566558479484058,0.4172631963343189,1.5232312794105993,0.5950872592760819,1.3936352002635428,1.2371039272538895,1.4239255420526433,0.7940233026817745,0.5538541249624698,yes,'for free',2,skilled,1,none,none,yes,'female div/dep/mar','no known property',education,4,'<100'
1767,47,'>=200',good,1455,'existing paid',24,'>=7',1,0.38657289039716874,0.5271166344715643,0.8954224255646221,0.672289378091933,1.0816456846690636,1.5134322513508731,0.7560360268137498,0.96542653029721,1.2378804026626418,0.44777046460927783,yes,'for free',4,skilled,1,none,none,yes,'female div/dep/mar','no known property',radio/tv,2,'100<=X<500'
1768,23,'<0',good,2607,'existing paid',15,unemployed,1,0.21590260279497844,0.5449258483997629,1.147988869975435,0.5860445495262018,0.6614266429517955,1.3160801349393707,0.4855781727136961,0.7173422787338073,0.9471379592167128,0.34852308134171406,yes,rent,1,skilled,1,none,none,none,'female div/dep/mar',car,'new car',4,'<100'
1769,24,'no checking',good,1778,'existing paid',12,'1<=X<4',1,0.4574693822037066,0.6015515805009523,1.5793221193631748,0.8736603852621587,1.0570013886433312,1.4298971680483068,1.4366465909646697,1.352245966865552,0.9367048562204319,0.6101118163393533,yes,rent,3,'unskilled resident',1,none,none,none,'male single','real estate',furniture/equipment,2,'<100'
1770,29,'<0',bad,3448,'critical/other existing credit',12,'1<=X<4',2,0.7010815867459396,0.4703845110849373,0.6661538793705344,1.3874851358617337,1.2737238955509653,1.455583303263203,0.5378592268416564,1.3143898111380603,0.8257147141542188,0.35545761221394834,yes,own,3,skilled,1,'co applicant',none,none,'female div/dep/mar','real estate','new car',2,'<100'
1771,36,'0<=X<200',good,6938,'delayed previously',24,'4<=X<7',1,0.41827477762553356,0.3575274625628404,1.3346261454472168,1.0706316234397815,1.214668277311309,1.4405453004397222,0.7271156906271841,1.4003097488697986,1.254939668208734,0.4968838769145453,yes,rent,4,'high qualif/self emp/mgmt',1,none,none,yes,'male single',car,business,4,'100<=X<500'
1772,25,'no checking',bad,2219,'existing paid',10,'1<=X<4',1,0.5111083603605494,0.5266939049938149,0.5233400070895255,0.7488766645689552,0.7681655256417551,0.9328027623302398,1.3232193353840174,0.365058696323798,1.390838115992785,0.32266031168092846,yes,rent,2,'unskilled resident',1,none,bank,none,'male single','real estate',furniture/equipment,2,'<100'
1773,31,'no checking',good,3463,'existing paid',18,'1<=X<4',1,0.3834440132682038,0.6007225831704094,1.5563862485267697,0.5514866239405452,0.7373640993551756,0.1741674029264428,0.8167993450428226,1.5606324715726878,0.6694195732471262,0.6025577007169549,yes,own,2,skilled,1,none,none,yes,'male single','life insurance','used car',1,'no known savings'
1774,19,'no checking',bad,2018,'existing paid',9,'<1',2,0.23212447328731314,0.3793471278418576,0.9180686410057812,1.076646224406526,0.5903498443517569,1.0443823336701443,1.212864359464993,0.703542402105812,1.217066573679908,0.5619163401508782,yes,rent,2,skilled,1,'co applicant',none,none,'female div/dep/mar',car,furniture/equipment,2,'<100'
1775,24,'<0',good,1960,'existing paid',12,'1<=X<4',1,0.516061790000826,0.3727004476714627,1.1012224985930386,1.367873823235795,0.9310159818312473,0.8328424824398598,0.4661504153788248,1.1129668341704373,0.881203095500557,0.47670686816658403,yes,own,4,'unskilled resident',1,none,none,none,'male single','life insurance',radio/tv,3,'<100'
